X1,fila,ID,fila_final,file_num
1:,1,1,548,1
2:,549,2,694,1
3:,695,3,2707,1
4:,2708,4,2850,1
5:,2851,5,3991,1
6:,3992,6,5011,1
7:,5012,7,5105,1
8:,5106,8,20016,1
9:,20017,9,20112,1
10:,20113,10,20362,1
11:,20363,11,20561,1
12:,20562,12,21108,1
13:,21109,13,21234,1
14:,21235,14,21353,1
15:,21354,15,21644,1
16:,21645,16,24344,1
17:,24345,17,31453,1
18:,31454,18,42176,1
19:,42177,19,42716,1
20:,42717,20,42833,1
21:,42834,21,43052,1
22:,43053,22,43256,1
23:,43257,23,43872,1
24:,43873,24,45206,1
25:,45207,25,46414,1
26:,46415,26,52276,1
27:,52277,27,52550,1
28:,52551,28,92303,1
29:,92304,29,92827,1
30:,92828,30,211241,1
31:,211242,31,211463,1
32:,211464,32,213318,1
33:,213319,33,220209,1
34:,220210,34,220318,1
35:,220319,35,221158,1
36:,221159,36,222098,1
37:,222099,37,222380,1
38:,222381,38,223183,1
39:,223184,39,223936,1
40:,223937,40,224428,1
41:,224429,41,224522,1
42:,224523,42,224651,1
43:,224652,43,224757,1
44:,224758,44,233259,1
45:,233260,45,235879,1
46:,235880,46,242438,1
47:,242439,47,244789,1
48:,244790,48,248381,1
49:,248382,49,248613,1
50:,248614,50,248942,1
51:,248943,51,249033,1
52:,249034,52,254181,1
53:,254182,53,254296,1
54:,254297,54,254456,1
55:,254457,55,256863,1
56:,256864,56,258697,1
57:,258698,57,262260,1
58:,262261,58,279666,1
59:,279667,59,279871,1
60:,279872,60,280167,1
61:,280168,61,280315,1
62:,280316,62,280606,1
63:,280607,63,280791,1
64:,280792,64,280887,1
65:,280888,65,281146,1
66:,281147,66,281313,1
67:,281314,67,281603,1
68:,281604,68,283820,1
69:,283821,69,283937,1
70:,283938,70,284281,1
71:,284282,71,285843,1
72:,285844,72,286023,1
73:,286024,73,286771,1
74:,286772,74,287160,1
75:,287161,75,287380,1
76:,287381,76,290335,1
77:,290336,77,303934,1
78:,303935,78,308785,1
79:,308786,79,312183,1
80:,312184,80,312458,1
81:,312459,81,313708,1
82:,313709,82,313828,1
83:,313829,83,332553,1
84:,332554,84,335306,1
85:,335307,85,335573,1
86:,335574,86,335750,1
87:,335751,87,335868,1
88:,335869,88,336847,1
89:,336848,89,337726,1
90:,337727,90,338352,1
91:,338353,91,338920,1
92:,338921,92,339082,1
93:,339083,93,339257,1
94:,339258,94,339600,1
95:,339601,95,340536,1
96:,340537,96,341025,1
