X1,fila,ID,fila_final,file_num
4500:,1,4500,259,2
4501:,260,4501,855,2
4502:,856,4502,960,2
4503:,961,4503,2740,2
4504:,2741,4504,2917,2
4505:,2918,4505,3156,2
4506:,3157,4506,36888,2
4507:,36889,4507,40334,2
4508:,40335,4508,46274,2
4509:,46275,4509,48791,2
4510:,48792,4510,48911,2
4511:,48912,4511,49149,2
4512:,49150,4512,51806,2
4513:,51807,4513,52006,2
4514:,52007,4514,52138,2
4515:,52139,4515,54318,2
4516:,54319,4516,55552,2
4517:,55553,4517,63993,2
4518:,63994,4518,64229,2
4519:,64230,4519,67036,2
4520:,67037,4520,93537,2
4521:,93538,4521,94500,2
4522:,94501,4522,100237,2
4523:,100238,4523,100442,2
4524:,100443,4524,106235,2
4525:,106236,4525,106773,2
4526:,106774,4526,106890,2
4527:,106891,4527,107241,2
4528:,107242,4528,109488,2
4529:,109489,4529,109734,2
4530:,109735,4530,110117,2
4531:,110118,4531,112429,2
4532:,112430,4532,112518,2
4533:,112519,4533,119376,2
4534:,119377,4534,119795,2
4535:,119796,4535,123531,2
4536:,123532,4536,124855,2
4537:,124856,4537,125006,2
4538:,125007,4538,125131,2
4539:,125132,4539,125254,2
4540:,125255,4540,125380,2
4541:,125381,4541,125773,2
4542:,125774,4542,125890,2
4543:,125891,4543,127275,2
4544:,127276,4544,127493,2
4545:,127494,4545,198293,2
4546:,198294,4546,221564,2
4547:,221565,4547,222845,2
4548:,222846,4548,223156,2
4549:,223157,4549,223406,2
4550:,223407,4550,223825,2
4551:,223826,4551,224548,2
4552:,224549,4552,225652,2
4553:,225653,4553,227923,2
4554:,227924,4554,228249,2
4555:,228250,4555,228447,2
4556:,228448,4556,228612,2
4557:,228613,4557,234907,2
4558:,234908,4558,236305,2
4559:,236306,4559,238432,2
4560:,238433,4560,238557,2
4561:,238558,4561,239589,2
4562:,239590,4562,240134,2
4563:,240135,4563,242792,2
4564:,242793,4564,243675,2
4565:,243676,4565,249655,2
4566:,249656,4566,249961,2
4567:,249962,4567,250054,2
4568:,250055,4568,255229,2
4569:,255230,4569,257112,2
4570:,257113,4570,277816,2
4571:,277817,4571,277921,2
4572:,277922,4572,278136,2
4573:,278137,4573,278229,2
4574:,278230,4574,278292,2
4575:,278293,4575,280849,2
4576:,280850,4576,280972,2
4577:,280973,4577,387264,2
4578:,387265,4578,388206,2
4579:,388207,4579,388460,2
4580:,388461,4580,388939,2
4581:,388940,4581,392303,2
4582:,392304,4582,392533,2
4583:,392534,4583,394991,2
4584:,394992,4584,395060,2
4585:,395061,4585,395775,2
4586:,395776,4586,410664,2
4587:,410665,4587,413514,2
4588:,413515,4588,414339,2
4589:,414340,4589,414469,2
4590:,414470,4590,493189,2
4591:,493190,4591,498436,2
4592:,498437,4592,500012,2
4593:,500013,4593,500132,2
4594:,500133,4594,504323,2
4595:,504324,4595,505825,2
4596:,505826,4596,509578,2
4597:,509579,4597,509715,2
4598:,509716,4598,510794,2
4599:,510795,4599,512204,2
4600:,512205,4600,512762,2
4601:,512763,4601,514605,2
4602:,514606,4602,515444,2
4603:,515445,4603,515575,2
4604:,515576,4604,515695,2
4605:,515696,4605,515755,2
4606:,515756,4606,515916,2
4607:,515917,4607,516977,2
4608:,516978,4608,517241,2
4609:,517242,4609,521164,2
4610:,521165,4610,521614,2
4611:,521615,4611,521757,2
4612:,521758,4612,534211,2
4613:,534212,4613,534684,2
4614:,534685,4614,534718,2
4615:,534719,4615,534865,2
4616:,534866,4616,535064,2
4617:,535065,4617,535455,2
4618:,535456,4618,535616,2
4619:,535617,4619,535712,2
4620:,535713,4620,535830,2
4621:,535831,4621,537035,2
4622:,537036,4622,537374,2
4623:,537375,4623,537729,2
4624:,537730,4624,538107,2
4625:,538108,4625,538601,2
4626:,538602,4626,539417,2
4627:,539418,4627,545850,2
4628:,545851,4628,554370,2
4629:,554371,4629,558687,2
4630:,558688,4630,561775,2
4631:,561776,4631,563057,2
4632:,563058,4632,563491,2
4633:,563492,4633,605342,2
4634:,605343,4634,611752,2
4635:,611753,4635,612186,2
4636:,612187,4636,617150,2
4637:,617151,4637,617248,2
4638:,617249,4638,617516,2
4639:,617517,4639,618701,2
4640:,618702,4640,740860,2
4641:,740861,4641,744636,2
4642:,744637,4642,744767,2
4643:,744768,4643,745145,2
4644:,745146,4644,748092,2
4645:,748093,4645,748389,2
4646:,748390,4646,749007,2
4647:,749008,4647,749474,2
4648:,749475,4648,750269,2
4649:,750270,4649,751243,2
4650:,751244,4650,751529,2
4651:,751530,4651,753748,2
4652:,753749,4652,768715,2
4653:,768716,4653,770975,2
4654:,770976,4654,771129,2
4655:,771130,4655,771527,2
4656:,771528,4656,902310,2
4657:,902311,4657,902621,2
4658:,902622,4658,908363,2
4659:,908364,4659,908777,2
4660:,908778,4660,934010,2
4661:,934011,4661,985403,2
4662:,985404,4662,985914,2
4663:,985915,4663,990932,2
4664:,990933,4664,991046,2
4665:,991047,4665,991134,2
4666:,991135,4666,991713,2
4667:,991714,4667,992143,2
4668:,992144,4668,992298,2
4669:,992299,4669,999288,2
4670:,999289,4670,1057913,2
4671:,1057914,4671,1062868,2
4672:,1062869,4672,1063031,2
4673:,1063032,4673,1063371,2
4674:,1063372,4674,1063724,2
4675:,1063725,4675,1064888,2
4676:,1064889,4676,1065344,2
4677:,1065345,4677,1071360,2
4678:,1071361,4678,1073912,2
4679:,1073913,4679,1076775,2
4680:,1076776,4680,1080871,2
4681:,1080872,4681,1081706,2
4682:,1081707,4682,1085134,2
4683:,1085135,4683,1133284,2
4684:,1133285,4684,1134336,2
4685:,1134337,4685,1144174,2
4686:,1144175,4686,1158836,2
4687:,1158837,4687,1158930,2
4688:,1158931,4688,1160063,2
4689:,1160064,4689,1160827,2
4690:,1160828,4690,1161983,2
4691:,1161984,4691,1166283,2
4692:,1166284,4692,1167251,2
4693:,1167252,4693,1168636,2
4694:,1168637,4694,1168755,2
4695:,1168756,4695,1171242,2
4696:,1171243,4696,1171414,2
4697:,1171415,4697,1214287,2
4698:,1214288,4698,1272054,2
4699:,1272055,4699,1274179,2
4700:,1274180,4700,1274469,2
4701:,1274470,4701,1275628,2
4702:,1275629,4702,1275728,2
4703:,1275729,4703,1275890,2
4704:,1275891,4704,1278634,2
4705:,1278635,4705,1337171,2
4706:,1337172,4706,1337271,2
4707:,1337272,4707,1337382,2
4708:,1337383,4708,1337549,2
4709:,1337550,4709,1341319,2
4710:,1341320,4710,1341750,2
4711:,1341751,4711,1341773,2
4712:,1341774,4712,1344144,2
4713:,1344145,4713,1344648,2
4714:,1344649,4714,1344867,2
4715:,1344868,4715,1345958,2
4716:,1345959,4716,1346120,2
4717:,1346121,4717,1346707,2
4718:,1346708,4718,1346927,2
4719:,1346928,4719,1349257,2
4720:,1349258,4720,1350473,2
4721:,1350474,4721,1359925,2
4722:,1359926,4722,1360086,2
4723:,1360087,4723,1360274,2
4724:,1360275,4724,1360342,2
4725:,1360343,4725,1361294,2
4726:,1361295,4726,1361534,2
4727:,1361535,4727,1402663,2
4728:,1402664,4728,1402812,2
4729:,1402813,4729,1402955,2
4730:,1402956,4730,1404070,2
4731:,1404071,4731,1404341,2
4732:,1404342,4732,1404432,2
4733:,1404433,4733,1405683,2
