X1,fila,ID,fila_final,file_num
9211:,1,9211,505,3
9212:,506,9212,1347,3
9213:,1348,9213,1491,3
9214:,1492,9214,1856,3
9215:,1857,9215,2232,3
9216:,2233,9216,2560,3
9217:,2561,9217,11369,3
9218:,11370,9218,13739,3
9219:,13740,9219,13966,3
9220:,13967,9220,14290,3
9221:,14291,9221,14396,3
9222:,14397,9222,16827,3
9223:,16828,9223,18779,3
9224:,18780,9224,28762,3
9225:,28763,9225,29052,3
9226:,29053,9226,29247,3
9227:,29248,9227,29336,3
9228:,29337,9228,33232,3
9229:,33233,9229,43896,3
9230:,43897,9230,44348,3
9231:,44349,9231,48096,3
9232:,48097,9232,62782,3
9233:,62783,9233,63714,3
9234:,63715,9234,79419,3
9235:,79420,9235,99634,3
9236:,99635,9236,116942,3
9237:,116943,9237,120108,3
9238:,120109,9238,122594,3
9239:,122595,9239,122913,3
9240:,122914,9240,135631,3
9241:,135632,9241,146073,3
9242:,146074,9242,164060,3
9243:,164061,9243,165093,3
9244:,165094,9244,165327,3
9245:,165328,9245,165462,3
9246:,165463,9246,166787,3
9247:,166788,9247,167019,3
9248:,167020,9248,167178,3
9249:,167179,9249,167262,3
9250:,167263,9250,167308,3
9251:,167309,9251,167704,3
9252:,167705,9252,168035,3
9253:,168036,9253,168207,3
9254:,168208,9254,241092,3
9255:,241093,9255,241531,3
9256:,241532,9256,242867,3
9257:,242868,9257,244899,3
9258:,244900,9258,245052,3
9259:,245053,9259,245241,3
9260:,245242,9260,247212,3
9261:,247213,9261,247328,3
9262:,247329,9262,249361,3
9263:,249362,9263,249479,3
9264:,249480,9264,249595,3
9265:,249596,9265,282556,3
9266:,282557,9266,282749,3
9267:,282750,9267,283081,3
9268:,283082,9268,283335,3
9269:,283336,9269,283470,3
9270:,283471,9270,284676,3
9271:,284677,9271,286188,3
9272:,286189,9272,287337,3
9273:,287338,9273,287968,3
9274:,287969,9274,292213,3
9275:,292214,9275,292495,3
9276:,292496,9276,297564,3
9277:,297565,9277,297900,3
9278:,297901,9278,299129,3
9279:,299130,9279,318964,3
9280:,318965,9280,320689,3
9281:,320690,9281,320924,3
9282:,320925,9282,321081,3
